numero;ano;data_pedido;recurso;situacao_pedido;orgao_solicitacao;descricao;arquivo_pedido;resposta;orgao_resposta;situacao_resposta;data_resposta;arquivos_resposta_pedido;arquivo_1o_recurso;descricao_1o_recurso;resposta_1o_recurso;orgao_1o_recurso;situacao_1o_recurso;data_resp_1o_recurso;arquivos_resposta_1o_recurso;arquivo_2o_recurso;descricao_2o_recurso;resposta_2o_recurso;orgao_2o_recurso;situacao_2o_recurso;data_resp_2o_recurso;arquivos_resposta_2o_recurso;motivo_pedido;sexo_solicitante;escolaridade_solicitante;profissao_solicitante;bairro_solicitante;cidade_solicitante;uf_solicitante;pais_solicitante;;;
20150017534004?;2015;22/05/2015;;Respondido;SECRETARIA DE SAÚDE;Atas vigentes para Registro de Preços, para aquisição de medicamentos, insumos e equipamentos.;;PrezadaXXXXXXXXXX, A resposta ao seu pedido de informação encontra/se no arquivo em anexo.Estamos à disposição para quaisquer esclarecimentos.Atenciosamente, Equipe do Portal da Transparência;SECRETARIA DE SAÚDE;Respondido;08/06/2015;2015_2088_175_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;F;Ensino Médio;Servidor público estadual;Cristo Rei;Recife;Piauí;Brasil;;;
20150017868002?;2015;26/05/2015;;Respondido;GABINETE DO PREFEITO;Solicitação da copia do contrato celebrado pela a empresa mundo paralelo produções artísticas/me nota fiscal 112 data 31/03/2015.;;"Prezado XXXXXXXXX, Conforme e/mail enviado para ""gabinete.processo@gmail.com"" no dia 02/06/2015, em anexo, as informações inseridas na descrição de seu pedido são insuficientes para a localização do referido contrato. Precisamos dos seguintes dados: Razão Social (obrigatório)/ CNPJ (obrigatório)/ Secretaria ou entidade municipal contratante (obrigatório)/ Objeto do contrato (facultativo)/ e, Período de contratação (facultativo).Atenciosamente, Equipe do Portal da Transparência";FUNDACAO DE CULTURA DA CIDADE DO RECIFE;Respondido;15/06/2015;2015_2099_178_0_R.pdf;;;;;;;;;;;;;;;Outros;M;Ensino Médio;Servidor público municipal;Conjunto Morada Do Morro;Recife;Goias;Brasil;;;
20150018072065?;2015;01/06/2015;;Respondido;CONTROLADORIA GERAL DO MUNICIPIO;Quanto foi gasto do orçamento municipal para implementação da Lei de Acesso à Informação –12527/2011 no período de 2013 e 2014. Quantos funcionários trabalham para cumprimento da legislação? Houve contratações para esse fimespecífico?  Há previsão de gastos?;;Prezada XXXXXXXXXX, A resposta ao seu pedido de informação encontra/se no arquivo em anexo.Estamos à disposição para quaisquer esclarecimentos.Atenciosamente, Equipe do Portal da Transparência;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;08/06/2015;2015_2087_180_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Pós-graduação;Servidor público municipal;Montanhao;Recife;São Paulo;Brasil;;;
20150018369001?;2015;05/06/2015;1;Respondido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Preciso de lista de empresas habilitadas a participar de licitação junto à Prefeitura Municipal. A lista deve ter nome da empresa, área de atuação, pessoa de contato, e/mail, telefone de contato e endereço da empresa.;;Em resposta ao pedido de informação, encaminhamos a CI 004/2015/GSCF/GGLIC/SADGP, a qual esclarece as informações que compõem a planilha anexa, devidamente validada pela Gerência Geral de Licitações e Compras nos termos da CI supracitada.;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;18/06/2015;2015_2123_183_0_R.pdf, 2015_2123_183_1_R.pdf;;Favor informar nome de empresas que participaram de licitação de prestação de serviços nos últimos 2 anos, com respectivas atividade, e/mail, pessoa e telefone de contato.;Prezado XXXXXXXXXX, Inicialmente, pedimos desculpas, em nome da Secretaria de Administração e Gestão de Pessoas pelo atraso na análise de seu recurso. Sua resposta está no arquivo em anexo. Estamos à disposição para quaisquer esclarecimentos.Atenciosamente, Equipe do Portal da Transparência;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;26/06/2015;2015_2135_183_0_R.pdf;;;;;;;;Pesquisa;M;Pós-graduação;não informado;Estados;João Pessoa;Paraíba;Brasil;;;
20150018533028?;2015;11/06/2015;;Respondido;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Fui notificado dirigindo o veículo placa KKS 5818/PE,  através do AIT AA015392002/ 015013410, em 13/05/2015, 07:57 hs, pelo órgão autuador 225310 / RECIFE. Preciso de informações adicionais para defender/me, pois não lembro de ter cometido a infração,sem foto.;;Senhor, a resposta para esta demanda deve ser obtida no Atendimento da CTTU, na Rua Frei Casimiro, 91 / Santo Amaro,  das 8h às 13h. Na impossibilidade do seu comparecimento, o portador deve estar munido de  procuração. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;15/06/2015;;;;;;;;;;;;;;;;Denúncia;M;Ensino Superior;Servidor público federal;Macaxeira;Recife;Recife;Brasil;;;
20150019772065?;2015;20/06/2015;;Respondido;CONTROLADORIA GERAL DO MUNICIPIO;Solicito saber quais são os cargos que compõe a estrutura da Controladoria Geral. E os salários iniciais de cada carreira (inclusive com gratificações ou outros benefícios. E a sua evolução em 10 anos, 20 e 30 anos.;;Prezado XXXXXXXXXX, A resposta ao seu Pedido de Acesso à Informação encontra/se no arquivo em anexo.Atenciosamente, Equipe do Portal da Transparência;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;01/07/2015;2015_2171_197_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Professor;Centro Historico;Porto Alegre;Rio Grande Do Sul;Brasil;;;
20150023560039?;2015;15/07/2015;;Respondido;SECRETARIA DE FINANÇAS;Gostaria de ter informações sobre a quantidade de imóveis acima de R$1.000.000, 00 (um milhão de reais) dentro do município de Recife: quantos são os imóveis, qual o valor venal de cada um deles e quais são de propriedade de PF e de PJ.;;Segue arquivo com as informações solicitadas.;SECRETARIA DE FINANÇAS;Respondido;27/07/2015;2015_2292_235_0_R.pdf;;;;;;;;;;;;;;;Estudo;F;Pós-graduação;Servidor público federal;Asa Norte;Brasília;Distrito Federal;Brasil;;;
20150023660039?;2015;15/07/2015;;Respondido;SECRETARIA DE FINANÇAS;Gostaria de saber todas as Pessoas Físicas que possuem imóveis (um ou mais) em valor igual ou superior a R$1.000.000, 00 (um milhão de reais) de Recife. Não preciso do CPF ou nenhum dado confidencial da PF. ex: PF 01 / 5 imóveis / valor total: 2 milhões.;;Segue arquivo com as informações solicitadas;SECRETARIA DE FINANÇAS;Respondido;27/07/2015;2015_2291_236_0_R.pdf;;;;;;;;;;;;;;;Estudo;F;Pós-graduação;Servidor público federal;Asa Norte;Brasília;Distrito Federal;Brasil;;;
20150023972065?;2015;16/07/2015;;Respondido;CONTROLADORIA GERAL DO MUNICIPIO;Gostaria das seguintes informações: Remuneração inicial completa dos Servidores Municipais que atuem na área de Controle Interno (Auditor de Controle Interno).;;Prezado XXXXXXXXXX, O único cargo que compõe a estrutura da Controladoria Geral do Município do Recife é a de Analista de Controle Interno, com remuneração mensal de R$ 3.087,00, podendo haver um acréscimo de até 100% a título de Adicional de Desempenho.Estamos à disposição para quaisquer esclarecimentos.Atenciosamente,Equipe do Portal da Transparência;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;17/07/2015;;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Servidor público municipal;Renascenca;Belo Horizonte;Minas Gerais;Brasil;;;
20150024060005?;2015;16/07/2015;;Respondido;SECRETARIA DE FINANÇAS;Remuneração inicial completa dos Servidores Municipais que atuem na área de Fiscalização Tributária (Auditor Fiscal de Tributos);;Segue Resposta da Secretaria Executiva de Administração de Pessoal e Relações do Trabalho, nos termos do despacho em anexo.;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;28/07/2015;2015_2297_240_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Servidor público municipal;Renascenca;Belo Horizonte;Minas Gerais;Brasil;;;
20150027060039?;2015;05/08/2015;;Indeferido;SECRETARIA DE FINANÇAS;tendo em vista o número reduzido de caracteres para a realização do pedido e como neste caso, para que a solicitação seja compreendida corretamente, anexamos o pedido em um arquivo com extensão PDF contendo os detalhes de nossa solicitação.;20150805_101434020150027060.pdf;Prezado XXXXXXXXXX, Comunico que indefiro o seu pedido com base no inciso III, do art. 13 do Decreto Nº 28.527/15, por envolver uma quantidade excessiva de dados a serem consolidados, visto que o nosso cadastro de imóveis consta com mais de 400 mil unidades, podendo portanto, chegar a 28 milhões de registros, uma vez que o IPTU pode ser parcelado em até 10 pagamentos por ano. Seria interessante uma redução no escopo da pesquisa para podermos atendê/lo.;SECRETARIA DE FINANÇAS;Indeferido;05/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Professor;Cidade Universitaria;Recife;Paraíba;Brasil;;;
20150027171999?;2015;05/08/2015;;Respondido;SECRETARIA DE PLANEJAMENTO URBANO;Solicito arquivo contendo dados geoespaciais em forma de vetor usado por sistemas de informações geográficas também conhecidos como SIG, relativos aos polígonos dos bairros da cidade.;;Prezado SenhorSegue abaixo informação conforme  pedido 201500271719995.http://www.recife.pe.gov.br/ESIG/http://www.recife.pe.gov.br/ESIG/documentos/Informacao/InformacaoManualArquivos.htm;SECRETARIA DE PLANEJAMENTO URBANO;Respondido;10/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Professor;Cidade Universitaria;Recife;Paraíba;Brasil;;;
20150027234026?;2015;05/08/2015;;Respondido;SECRETARIA DE SAÚDE;Bom dia! Preciso da relação atualizada contendo endereço e horário de funcionamento das unidades básicas de saúde no município. Aguardo o retorno!;;Prezada, bom dia. Segue, em anexo, a resposta à solicitação.;SECRETARIA DE SAÚDE;Respondido;14/08/2015;2015_2490_272_0_R.pdf;;;;;;;;;;;;;;;Outros;F;não informado;não informado;Tirol;Natal;Rio Grande Do Norte;Brasil;;;
20150027520038?;2015;06/08/2015;;Respondido;SECRETARIA DE EDUCACAO;Olá, gostaria que me fosse enviado o cardápio escolar que está sendo usado para a merenda escolar das nossas crianças.;;Prezado Sr. XXXXXXXXXX,Em atendimento ao pedido efetuado no Portal da Transparência, remetemos, em anexo, 02 arquivos com informações referentes ao cardápio da alimentação escolar servido pelas empresas Contratadas, Casa de Farinha e SP Alimentação, para as Unidades da Rede Municipal de Ensino, para todo o mês de agosto/2015.;SECRETARIA DE EDUCACAO;Respondido;18/08/2015;2015_2571_275_0_R.pdf, 2015_2571_275_1_R.pdf;;;;;;;;;;;;;;;Outros;M;não informado;não informado;Campinas;São José;Santa Catarina;Brasil;;;
20150027648018?;2015;06/08/2015;;Respondido;SECRETARIA DE DESENVOLVIMENTO SOCIAL E DIREITOS HUMANOS;Queria saber o local (endereço) para cadastramento no Bolsa Família no município, bem como o seu horário de funcionamento.;;Prezada XXXXXXXXXX, A Secretaria de Desenvolvimento Social e Direitos Humanos informa que a sede do Bolsa Família funciona das 7h às 17h, entre segunda e sexta/feira, no número 307 da Rua do Imperador, no Bairro de Santo Antônio (Recife/PE).Estamos à disposição para quaisquer esclarecimentos.Atenciosamente, Equipe do Portal da Transparência;SECRETARIA DE DESENVOLVIMENTO SOCIAL E DIREITOS HUMANOS;Respondido;10/08/2015;;;;;;;;;;;;;;;;Outros;F;não informado;não informado;Batista Campos;Recife;Pará;Brasil;;;
20150027772065?;2015;06/08/2015;;Respondido;CONTROLADORIA GERAL DO MUNICIPIO;O município já regulamentou a lei de acesso à informação (lei 12.527)? Se já regulamentou, queria saber o número da lei e a data de publicação. Obrigada.;;Prezada XXXXXXXXXX, A Lei de Acesso à Informação foi regulamentada pelo município do Recife através de dois normativos:/ LEI Nº 17.866/2013, publicada no Diário Oficial do Município do dia 16 de maio de 2013 / Edição nº 56/ DECRETO Nº 28.527/2015, publicado no Diário Oficial do Município do dia 17 de janeiro de 2015 / Edição nº 07.Estamos à disposição para quaisquer esclarecimentos.Atenciosamente, Equipe do Portal da Transparência;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;06/08/2015;;;;;;;;;;;;;;;;Outros;F;não informado;não informado;Setor Bueno;Goiânia;Goiás;Brasil;;;
20150036120005?;2015;13/08/2015;;Respondido;SECRETARIA DE EDUCACAO;Caros, envio a solicitação no arquivo em anexo, pois o texto não coube dentro do limite de 260 caracteres deste formulário.;20150813_183035420150036120.txt;Prezado Sr.XXXXXXXXXX,Informações sobre Unidades da rede pública estadual não são de competência desta Secretaria de Educação do Recife.O atendimento poderá ser efetuado por meio de acesso ao Portal da Transparência do Governo do Estado de Pernambuco, www.lai.pe.gov.br.;SECRETARIA DE EDUCACAO;Respondido;18/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;não informado;não informado;Asa Norte;Brasília;Distrito Federal;Brasil;;;
20150036203006?;2015;14/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;No site da Prefeitura, o link http://www.recife.pe.gov.br/pr/servicospublicos/cttu/municipalizacao_transito.php não contem datas de referência das informações prestadas nem mesmo a data que a informação foi publicada, portanto solicito que sejam atualizados;;Prezado XXXXXXXXXX, A Companhia de Trânsito e Transporte Urbano do Recife / CTTU informa que já tomou as providências para exclusão do referido link, posto que as informações já foram atualizadas e se encontram disponíveis no Portal do Recife, podendo ser acessadas através do link: http://www2.recife.pe.gov.br/servico/transporte.Atenciosamente, Equipe do Portal da Transparência;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;27/08/2015;;;;;;;;;;;;;;;;Pesquisa;M;Ensino Médio;Servidor público federal;Asa Sul;Brasília;Distrito Federal;Brasil;;;
20150040620005?;2015;18/08/2015;;Respondido;SECRETARIA DE EDUCACAO;Caros, envio o pedido em anexo, pois contém mais de 260 caracteres.Obrigado;20150818_104620150040620.txt;Prezado Sr. XXXXXXXXXX,Em atendimento ao pedido formulado por meio da LAI, informamos que a Rede Municipal de Ensino dispõe de 3.095 (três mil e noventa e cinco) professores do ensino fundamental, sendo 2.319 para Anos Iniciais, 585 para os Anos Finais e 191 do EJA. Em arquivos anexos, seguem planilhas contemplando a relação das Unidades de Ensino da Rede Municipal que atendem o Ensino Fundamental.;SECRETARIA DE EDUCACAO;Respondido;18/08/2015;2015_2581_406_0_R.pdf, 2015_2581_406_1_R.pdf, 2015_2581_406_2_R.pdf, 2015_2581_406_3_R.pdf, 2015_2581_406_4_R.pdf, 2015_2581_406_5_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;não informado;não informado;Asa Norte;Brasília;Distrito Federal;Brasil;;;
20150042171999?;2015;20/08/2015;;Respondido;SECRETARIA DE PLANEJAMENTO URBANO;Sr/Sra responsável,venho através deste requerer informação sobre onde posso encontrar o mapa digital (em formato shape) com a localização dos aglomerados subnormais em Recife para pesquisa escolar.Atenciosamente,XXXXXXXXXX;;Prezada Senhora,Em atendimento a sua solicitação encaminhada ao Instituto da Cidade doRecife Eng. Pelópidas Silveira em 25/08/2015, para apresentar sugestão derespostas ao pedido de informação da Sra. Elis Marina S. Ferraciolli, registradano Portal da Transparência sob o Protocolo n° 201500421719995, datado de20/08/2015, vimos esclarecer que, as informações sobre aglomeradossubnormais não são de domínio da Prefeitura do Recife e sim do InstitutoBrasileiro de Geografia e Estatística / IBGE;SECRETARIA DE PLANEJAMENTO URBANO;Respondido;02/09/2015;2015_2821_421_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;F;Ensino Superior;Professor;Natal Merli;São Josė Do Rio Pardo;São Paulo;Brasil;;;
20150046579065?;2015;31/08/2015;;Respondido;SECRETARIA DE SEGURANÇA URBANA;Solicitação de dados de roubo e furto de celular e veículos referente à cidade de Recife;;PrezadaXXXXXXXXXX esta Secretaria Municipal, não tem competencia para informar o solicitado. Orientamos que encaminhe o seu pedido para SECRETARIA DESENVOLVIMENTO SOCIAL DE PERNAMBUCO. pELO eMAIL OUVIDORIA@SDS.PE.GOV.BR;SECRETARIA DE SEGURANÇA URBANA;Respondido;31/08/2015;;;;;;;;;;;;;;;;Pesquisa;F;Ensino Superior;Jornalista;Pinheiros;São Paulo;São Paulo;Brasil;;;
20150048062021?;2015;07/09/2015;;Respondido;SECRETARIA DE HABITAÇÃO;Se possível gostaria de obter os dados dos empreendimentos contratados pelo Programa Minha Casa, Minha Vida, por construtora e valor dos empreendimento e das unidades habitacionais.  O objetivo é uma pesquisa acadêmica.;;"Prezada XXXXXXXXXX,Segue resposta da Secretaria de Habitação:""Prezada,informamos que não possuimos empreendimento contratado pelo Programa MInha Casa, MInha Vida. Estamos aguardando nova normativa do Governo Federal para iniciarmos contratações.""Atenciosamente,Equipe do Portal da Transparência";SECRETARIA DE HABITAÇÃO;Respondido;23/09/2015;;;;;;;;;;;;;;;;Pesquisa;F;Mestrado/Doutorado;Estudante;Cidade Universitaria;Recife;São Paulo;Brasil;;;
20150049163999?;2015;11/09/2015;;Respondido;AUTARQUIA DE SERVIÇOS URBANOS DO RECIFE;"Solicitamos que V. Sas nos forneça ou nos indique a forma de obter os seguintes dados, para fins exclusivos de pesquisa interna: a)	A prefeitura e/ou secretaria responsável pelo setor de limpeza urbana, re";;Boa tarde prezada XXXXXXXXXX,Na cidade do Recife a empresa na qual tem competência para tratar sobre limpeza urbana é a EMLURB (Empresa de Manutenção e Limpeza Urbana do Recife) vinculada à Secretaria de Infraestrutura e Serviços Urbanos. Seguem os dados para contato: EMLURB: Fone: 81 3355/5500, e/mail: emlurb@recife.pe.gov.br. Central de Atendimento da Emlurb – 156. SECRETARIA DE INFRAESTRUTURA: Fone: (81) 3355.6116.Atenciosamente,Equipe do Portal da Transparência.;AUTARQUIA DE SERVIÇOS URBANOS DO RECIFE;Respondido;11/09/2015;;;;;;;;;;;;;;;;Pesquisa;F;Pós-graduação;Empregado - setor privado;Bela Vista;São Paulo;São Paulo;Brasil;;;
20150049263999?;2015;11/09/2015;;Respondido;AUTARQUIA DE SERVIÇOS URBANOS DO RECIFE;"Solicitamos que V. Sas nos forneça ou nos indique a forma de obter os seguintes dados, para fins exclusivos de pesquisa interna: a)	A prefeitura e/ou secretaria responsável pelo setor de limpeza urbana, re";;Boa tarde prezada XXXXXXXXXX,Na cidade do Recife a empresa na qual tem competência para tratar sobre limpeza urbana é a EMLURB (Empresa de Manutenção e Limpeza Urbana do Recife) vinculada à Secretaria de Infraestrutura e Serviços Urbanos. Seguem os dados para contato: EMLURB: Fone: 81 3355/5500, e/mail: emlurb@recife.pe.gov.br. Central de Atendimento da Emlurb – 156. SECRETARIA DE INFRAESTRUTURA: Fone: (81) 3355.6116.Atenciosamente,Equipe do Portal da Transparência.;AUTARQUIA DE SERVIÇOS URBANOS DO RECIFE;Respondido;11/09/2015;;;;;;;;;;;;;;;;Pesquisa;F;Pós-graduação;Empregado - setor privado;Bela Vista;Recife;São Paulo;Brasil;;;
20150049760039?;2015;14/09/2015;;Respondido;SECRETARIA DE FINANÇAS;Considerando os pressupostos da Lei n.º 12.527/2011, solicito lista com a discriminação do objetivo e do valor gasto com diárias para cada viagem internacional realizada pelo Prefeito no exercício de 2014.;;Prezada XXXXXXXXXX, O Gabinete do Prefeito informa que a única viagem internacional, realizada pelo Chefe do Executivo Municipal em 2014, ocorreu no período de 08 a 10/12, ocasião em que se dirigiu à Lima, no Peru, para participar como palestrante na Delegação de Governos Locais da 20ª Conferência das Partes da Convenção Quadro das Nações Unidas sobre Mudanças Climáticas. No evento, foram utilizadas 2 (duas) diárias (Dec. 12.800/84) de R$ 655,20, perfazendo o total de R$ 1.310,40.Equipe do Portal;GABINETE DO PREFEITO;Respondido;21/09/2015;;;;;;;;;;;;;;;;Pesquisa;F;Ensino Superior;Estudante;Guiomar De Dentro;Recife;Santa Catarina;Brasil;;;
